56,176,126,1
55,177,126,1
56,177,126,1
57,177,126,1
55,178,126,1
56,178,126,1
57,178,126,1
54,179,126,1
55,179,126,1
56,179,126,1
57,179,126,1
53,180,126,1
54,180,126,1
55,180,126,1
56,180,126,1
53,181,126,1
54,181,126,1
55,181,126,1
53,182,126,1
54,182,126,1
55,182,126,1
53,183,126,1
54,183,126,1
55,183,126,1
53,184,126,1
54,184,126,1
55,184,126,1
53,185,126,1
54,185,126,1
55,185,126,1
53,186,126,1
54,186,126,1
55,186,126,1
53,187,126,1
54,187,126,1
55,187,126,1
53,188,126,1
54,188,126,1
55,188,126,1
53,189,126,1
54,189,126,1
55,189,126,1
53,190,126,1
54,190,126,1
55,190,126,1
53,191,126,1
54,191,126,1
55,191,126,1
53,192,126,1
54,192,126,1
55,192,126,1
53,193,126,1
54,193,126,1
55,193,126,1
53,194,126,1
54,194,126,1
55,194,126,1
54,195,126,1
55,195,126,1
56,195,126,1
55,196,126,1
56,196,126,1
57,196,126,1
56,197,126,1
38,82,141,0
36,83,141,0
37,83,141,0
38,83,141,0
39,83,141,0
40,83,141,0
36,84,141,0
37,84,141,0
38,84,141,0
39,84,141,0
40,84,141,0
35,85,141,0
36,85,141,0
37,85,141,0
38,85,141,0
39,85,141,0
40,85,141,0
41,85,141,0
36,86,141,0
37,86,141,0
38,86,141,0
39,86,141,0
40,86,141,0
36,87,141,0
37,87,141,0
38,87,141,0
39,87,141,0
40,87,141,0
38,88,141,0
33,138,141,1
31,139,141,1
32,139,141,1
33,139,141,1
34,139,141,1
35,139,141,1
31,140,141,1
32,140,141,1
33,140,141,1
34,140,141,1
35,140,141,1
30,141,141,1
31,141,141,1
32,141,141,1
33,141,141,1
34,141,141,1
35,141,141,1
36,141,141,1
31,142,141,1
32,142,141,1
33,142,141,1
34,142,141,1
35,142,141,1
31,143,141,1
32,143,141,1
33,143,141,1
34,143,141,1
35,143,141,1
33,144,141,1
136,144,141,1
134,145,141,1
135,145,141,1
136,145,141,1
137,145,141,1
138,145,141,1
134,146,141,1
135,146,141,1
136,146,141,1
137,146,141,1
138,146,141,1
133,147,141,1
134,147,141,1
135,147,141,1
136,147,141,1
137,147,141,1
138,147,141,1
139,147,141,1
133,148,141,1
134,148,141,1
135,148,141,1
136,148,141,1
137,148,141,1
138,148,141,1
139,148,141,1
133,149,141,1
134,149,141,1
135,149,141,1
136,149,141,1
137,149,141,1
138,149,141,1
139,149,141,1
132,150,141,1
133,150,141,1
134,150,141,1
135,150,141,1
136,150,141,1
137,150,141,1
138,150,141,1
139,150,141,1
132,151,141,1
133,151,141,1
134,151,141,1
135,151,141,1
136,151,141,1
137,151,141,1
138,151,141,1
131,152,141,1
132,152,141,1
133,152,141,1
134,152,141,1
135,152,141,1
136,152,141,1
137,152,141,1
138,152,141,1
131,153,141,1
132,153,141,1
133,153,141,1
134,153,141,1
135,153,141,1
136,153,141,1
137,153,141,1
131,154,141,1
132,154,141,1
133,154,141,1
134,154,141,1
135,154,141,1
136,154,141,1
137,154,141,1
131,155,141,1
132,155,141,1
133,155,141,1
134,155,141,1
135,155,141,1
136,155,141,1
137,155,141,1
131,156,141,1
132,156,141,1
133,156,141,1
134,156,141,1
135,156,141,1
136,156,141,1
137,156,141,1
132,157,141,1
133,157,141,1
134,157,141,1
135,157,141,1
136,157,141,1
132,158,141,1
133,158,141,1
134,158,141,1
135,158,141,1
136,158,141,1
134,159,141,1
78,123,172,0
87,123,172,0
77,123,173,0
78,123,173,0
79,123,173,0
86,123,173,0
87,123,173,0
88,123,173,0
78,123,174,0
87,123,174,0
133,123,236,0
134,123,236,0
128,123,237,0
129,123,237,0
130,123,237,0
131,123,237,0
132,123,237,0
133,123,237,0
134,123,237,0
135,123,237,0
124,123,238,0
125,123,238,0
126,123,238,0
127,123,238,0
128,123,238,0
129,123,238,0
130,123,238,0
131,123,238,0
132,123,238,0
133,123,238,0
134,123,238,0
122,123,239,0
123,123,239,0
124,123,239,0
125,123,239,0
126,123,239,0
127,123,239,0
128,123,239,0
129,123,239,0
130,123,239,0
131,123,239,0
132,123,239,0
133,123,239,0
120,123,240,0
121,123,240,0
122,123,240,0
123,123,240,0
124,123,240,0
125,123,240,0
126,123,240,0
127,123,240,0
128,123,240,0
119,123,241,0
120,123,241,0
121,123,241,0
122,123,241,0
123,123,241,0
124,123,241,0
120,123,242,0
121,123,242,0
122,123,242,0
